Name,Label,Other_Name,Taste,Type,Effect,Treat
原羚角,8,小羚羊、西藏黄羊、西藏原羚、普氏原羚、滩黄羊,咸、苦、平,心、肝,涩肠、止泻,['久泻']
苏木,8,苏方木、苏枋、苏方、窊木、棕木、赤木、红柴、红苏木、落文树,甘、咸、平,心、肝,行血、祛瘀、消肿、止痛,"['经闭痛经', '产后瘀阻', '胸腹刺痛', '外伤肿痛']"
雕骨,8,鹰骨、鹑、鹫、洁白雕、红头雕、鹫雕,甘、咸、温,肾,活血、止痛,['跌扑骨折']
白薇,8,白马尾、葞、春草、芒草、白微、白幕、薇草、骨美、龙胆白薇、白龙须、山烟根子、拉瓜瓢、白马薇、巴子根、金金甲根、老君须、老虎瓢根、婆婆针线包、东白微,苦、咸、寒,肺、胃、肝,清热、凉血,"['阴虚内热', '风温灼热多眠', '肺热咳血', '温疟', '瘅疟', '产后虚烦血厥', '热淋', '血淋', '风湿痛', '瘰疬']"
原蚕蛾,8,晚蚕蛾、蚕蛾、魏蚕蛾、天蛾,咸、温,肝、肾,补肝、益肾、壮阳、涩精,"['阳痿', '遗精', '白浊', '尿血', '创伤', '溃疡及烫伤']"
鸢嘴,8,鹰嘴,咸、凉,心、肝,清热、定惊,['小儿惊风']
青礞石,8,礞石,甘、咸、平,肺、心、肝,坠痰、下气、平肝、镇惊,"['顽痰胶结', '咳逆喘急', '癫痫发狂', '烦躁胸闷', '惊风抽搐']"
鸢脚爪,8,鹰爪、鸢爪,咸、温,肝,镇惊、息风、解毒,"['小儿惊风', '头昏眩晕', '痔疮']"
鹿茸,8,斑龙珠,甘、咸、温,肾、肝,壮元阳、补气、补血、益精髓、强筋骨,"['虚劳羸瘦', '精神倦乏', '眩晕', '耳聋', '目暗', '腰膝酸痛', '阳痿', '滑精', '子宫虚冷', '崩漏', '带下']"
鹿角胶,8,白胶、鹿胶,甘、咸、温,肝、肾,温补、肝肾、益精、养血,"['阳痿滑精', '腰膝酸冷', '虚劳羸瘦', '崩漏下血', '便血尿血', '阴疽肿痛']"
秋石,8,盆秋石、秋丹石、秋冰、淡秋石、秋石丹,咸、寒,肺、肾,固气、涩精、明目、清心,"['气弱骨蒸', '小便不利']"
鹿皮,8,0,咸、温,肝、肾,补气、涩精、敛疮,"['妇女白带', '崩漏', '肾虚滑精及涂一切疮漏']"
峨屏草,8,峨眉岩雪下,咸、寒,肝,清热、熄风,"['高热惊厥', '惊痫抽搐']"
鹿筋,8,0,咸、温,肝、肾,壮筋、壮骨,"['劳损', '风湿关节痛', '转筋']"
卤碱,8,卤咸、卤盐、寒石、石碱、卤水、盐卤,苦、咸、寒,心、肺、肾,0,"['克山病', '大骨节病', '甲状腺肿', '高血压', '风湿性心脏病', '慢性支气管炎', '皮炎', '风热赤眼']"
僵蚕,8,白僵蚕、僵虫、天虫,咸、辛、平,肝、肺、胃,祛风、定惊、化痰、散结,"['惊风抽搐', '咽喉肿痛', '皮肤瘙痒', '颌下淋巴结炎', '面神经麻痹']"
人尿,8,溲、小便、人溺、轮回酒、还元汤,咸、凉,肺、肝、肾,滋阴、降火、止血、散瘀,"['虚劳咳血', '骨蒸发热', '吐血', '衄血', '产后血晕', '跌打损伤', '血瘀作痛']"
鳖甲胶,8,别甲胶,咸、微寒,肺、肝、肾,滋阴、补血、退热、消瘀,"['阴虚潮热', '久疟不愈', '症瘕疟母', '痔核肿痛']"
人中白,8,溺垽、溺白垽、白秋霜、秋白霜、粪霜、尿壶垢、尿干子,咸、寒,肺、心、膀胱,清热、解毒、祛瘀、止血,"['咽喉肿痛', '牙疳口疮', '咯血', '衄血等症']"
鹿角霜,8,鹿角白霜,咸、温,肾、肝,温肾、助阳、收敛、止血,"['脾肾阳痿', '食少吐泻', '白带', '遗尿尿频', '崩漏下血', '痈疽痰核']"
海牛,8,0,咸、温,肾,益肾、助阳,"['肾虚阳痿', '早泄', '遗精']"
盾叶莓,8,天青地白扭、大叶复盆子,咸、酸、温,肾,强腰、健肾、祛风、止痛,"['四肢关节疼痛', '腰脊酸痛']"
螳螂,8,不过、蟷蠰、薁洀貈、蛑、蚀肬、髦、蚚父、天马、螗螂、石螂、屹肬、拒斧、刀螂、蟷螂、斫父、斫郎、蟷、巨斧、龅胧、食胧、猴儿、怒备、马螂康,甘、咸、温,心、肝,定惊、止搐、解毒、消肿,"['小儿惊痫抽搐', '咽喉肿痛', '疔肿恶疮', '脚气']"
壁钱幕,8,壁茧、白蟢窠、壁钱窠幕、白蛛窠、壁蟢窠、喜儿窠、壁钱茧、壁蚕茧、壁蟢窝、蟢蛛窝,咸、苦、平,肺、肝,0,"['烂喉痧', '喉痹', '乳蛾', '牙痛', '疔疮', '创伤出血', '呕逆', '咳嗽']"
猪蹄,8,猪四足,甘、咸、平,胃,补血、通乳、托疮,"['妇人乳少', '痈疽', '疮毒']"
猪肉,8,猪、豕、狶、豚、彘,甘、咸、平,脾、胃、肾,滋阴、润燥,"['热病伤津', '消渴羸瘦', '燥咳', '便秘']"
鸡毛菜,8,冻菜渣渣、浅水藻,咸、寒,肺,清热、泻火、软坚、化痰,"['肺热痰结干咳', '喉炎', '慢性便秘']"
石蜐,8,紫蜐、龟脚、龟脚蛏、观音掌、紫砝、佛手蚶、龟足,甘、咸、平,脾、肾,利小便、消痞积,"['小便不利', '癖积', '水肿', '胀满']"
鼠皮,8,0,甘、咸、平,肺、心,解毒、敛疮,"['痈疖疡久不收口', '附骨疽']"
海粉,8,海兔粉、蓝斑背肛海兔、红海粉、海粉丝、海挂面,甘、咸、寒,肺、肾,解血、解热、止鼻血、降炎、降火,['眼部炎症']
羌活鱼,8,秉氏鲵、杉木鱼、雪血,辛、咸、平,肝、胃,行气、止痛,"['肝胃气痛', '跌打损伤']"
蜣螂,8,推粪虫、推屎爬、屎蛒螂、粪球虫、铁甲将军、牛屎虫、推车虫、蛣蜣、天社、转丸、弄丸、推丸、胡蜣螂、推车客、推屎虫、黑牛儿、大乌壳硬虫、夜游将军、屎蜣螂、滚屎虫、车屎客、大将军、触角牛、铁角牛、天水牛,咸、寒,肝、胃、大肠,解毒、消肿、通便,"['疮疡肿毒', '痔漏', '便秘']"
壁钱,8,壁茧、壁蟢窝、蟏蛸、长踦、蟢子、壁镜、壁虫、壁蟢,咸、平,肺、肝、大肠,0,"['喉痹', '牙疳', '鼻衄', '痔疮下血', '金疮出血']"
百舌鸟,8,反舌、反舌鸟、交啄、牛屎八哥、牛屎了、乌鸫、乌鴶、牛屎八、牛屎哵哥,甘、咸、平,胃,补气、益血、杀虫、止痛,"['血虚头晕', '小儿语迟', '虫积胃痛']"
海浮石,8,浮石、浮海石、浮水石、海石花、水花、海石、水泡石、羊肚石,咸、寒,肺、肾,清肺、化痰、软坚、散结,"['肺热咳嗽', '痰稠色黄', '咯血', '支气管炎', '淋巴结结核']"
石帆,8,海团扇,甘、咸、平,肾、脾,活血、通淋,"['闭经', '石淋']"
鸬鹚骨,8,0,酸、咸、平,肾,化骨鲠、去面、去斑,"['鱼骨鲠喉', '面部雀斑']"
野猪脂,8,野猪膏,甘、咸、平,肺、脾、胃,解毒、和胃,"['中毒性肝脏损害', '胃溃疡', '胃痉挛']"
蝼蛄,8,拉拉蛄、土狗、梧鼠、蝼蝈、螜、天蝼、蟪蛄、蝼窒、蟓蛉、杜狗、蛞蝼、炙鼠、津姑、蝼蜮、硕鼠、蜗蛄、地狗、拉拉古、土狗崽、地牯牛、拉拉狗、拉蛄、蝚、蟪姑、仙姑、石鼠、蛄,咸、寒,胃、膀胱,利水、消肿,"['水肿', '腹水', '小便不利等症']"
金乌贼,8,海螵蛸,咸、涩、温,脾、肾,收敛、止血、涩精、止带、制酸、敛疮,"['溃疡病', '胃酸过多', '吐血衄血', '崩漏便血', '遗精滑精', '赤白带下', '胃痛吞酸', '外损伤出血', '疮多脓汁', '（1）收敛止血：吐血', '便血', '崩漏', '配茜草', '棕榈炭', '五倍子子宫出血', '（2）制酸止带：胃酸过多', '赤白带下']"
石蟹,8,石螃蟹、蟹化石、大石蟹、灵石蟹,咸、寒,肝、胆,清热、利湿、去翳、明目,"['目赤', '角膜云翳', '尿路感染', '白带']"
海蕴,8,滑溜菜,咸、寒,肝、肺,消痰、软坚、利水、消肿,"['瘿瘤', '甲状腺肿', '喉炎', '支气管炎']"
石笔海胆,8,烟嘴海胆、海胆、粗棒海胆,咸、平,肝、胆,清热、解毒,['中耳炎']
牛肾,8,牛、水牛,甘、咸、平,肾,补肾、益精、强腰膝、止痹痛,"['虚劳肾亏', '阳痿气乏', '腰膝酸软', '湿痹疼痛']"
海蜇,8,海蜇皮、海蜇头、石镜、水母、蜡、樗蒲鱼、水母鲜、、海、海折,咸、平,肝、肾、肺,清热、化痰、消积、润肠,"['痰嗽', '哮喘', '痞积胀满', '大便燥结', '脚肿', '痰核']"
獭骨,8,0,咸、平,肝、脾、胃,消骨鲠、止呕吐,"['鱼骨鲠喉', '呕哕', '水积黄肿', '恶疮']"
盘羊睾丸,8,0,甘、咸、温,肾,补肾、壮阳,['肾虚阳痿']
狍茸,8,狍子、狍,甘、咸、温,肾,补肾阳、益精血、强筋骨,"['虚劳赢弱', '腰膝酸软', '筋骨疼痛', '阳痿', '不孕']"
鲎肉,8,鲎鱼肉,辛、咸、平,脾、大肠,清热、明目、解毒、消肿,"['目赤肿痛', '翳膜遮睛', '痔疮', '脓疱疮']"
兔血,8,0,咸、寒,心、肝,凉血、活血、解毒,"['小儿痘疹', '产后胎衣不下', '心腹气痛']"
芡实茎,8,花耿、鸡头菜,甘、咸、平,心、脾、胃,清虚热、生津液,"['虚热烦渴', '口干咽燥']"
丁蛎,8,白丁蛎、螺蛟、丁字贝、海丁子,甘、咸、寒,心、肝,清热、解毒,"['湿疮', '疖肿']"
海带根,8,0,咸、寒,肺、肝,0,"['慢性气管炎', '咳嗽', '气喘', '高血压', '头晕']"
水牛尾,8,0,咸、平,脾、膀胱,利水、消肿,['水肿尿少']
羚羊角,8,高鼻羚羊、泠角,咸、寒,肝、心,平肝、熄风、清热、镇惊、解毒,"['热病神昏痉默', '谵语发狂', '头痛眩晕', '惊痫搐搦', '目赤翳膜']"
鲤鱼鳞,8,0,甘、咸、寒,肝、脾、肺,散血、止血,"['吐血', '衄血', '崩漏带下', '瘀滞腹痛', '痔漏']"
乌龟,8,0,甘、酸、温、咸、甘、平,肝、肺、脾、心、肾,除湿痹、补阴虚、滋肾水、止血、解毒,"['：龟肉湿痹', '风痹', '筋骨疼痛', '久年寒咳', '夜多小便', '小儿遗尿', '痔疮下血', '血痢', '子宫脱垂', '龟板阴虚不足', '骨蒸劳热', '筋骨疼痛', '小儿囟门不合及头疮', '妇女胎前产后痢疾', '女子赤白带下', '阴痒', '（1）滋阴潜阳：阴虚阳亢及阴虚火旺之头晕目眩', '潮热', '盗汗以及热病后津液不足之咽干口渴', '配熟地', '知母', '黄柏潮热', '盗汗', '（2）益肾壮骨：肾阴不足之腰膝无力及小儿囟门不合']"
猪蹄甲,8,猪悬蹄、猪悬蹄甲、猪蹄合子、猪爪甲、猪退,咸、平,胃、大肠,0,"['咳嗽喘息', '痔疮', '白秃', '冻疮']"
桑螵蛸,8,团螵蛸、长螵蛸、黑螵蛸、螳螂巢、螳螂子、刀螂子、螳螂蛋、流尿狗、蜱蛸、桑蛸、冒焦、螵蛸、致神、桑上螳螂窠、赖尿郎、尿唧唧、猴儿包、螳螂壳、野狐鼻涕、老鸹芯脐,咸、甘、平,肝、肾,益肾、固精、缩尿、止浊,"['遗精滑精', '遗尿尿频', '小便白浊']"
水红花子,8,东方蓼、天蓼、狗尾巴花、狼尾巴花、水荭子、荭草实、河蓼子、川蓼子、水红子、爆花子、水泻花,咸、寒,肝、脾,散血、消症、消积、止痛,"['症瘕痞块', '瘿瘤肿痛', '食积不消', '胃脘胀痛']"
鳝鱼骨,8,鳝骨,咸、甘、凉,肺,清热、解毒,"['流火', '风热痘毒', '臁疮']"
白贝,8,贝子、贝齿、白海肥、海肥、白贝齿,咸、凉,膀胱、肝,清热、利尿、明目、退翳,"['水气浮种', '淋痛尿血', '小便不通', '眼生翳障', '鼻渊脓血', '下疳阴疮']"
白暨豚,8,白旗、白鳍、白鳍豚、白江猪,苦、咸、寒,心、肺,镇咳、清热、解毒,"['咳嗽', '烧', '烫伤等症']"
鬣羚角,8,鬣羚、苏门羚、山驴子、明鬃羊,咸、凉,肝、心,清热、解毒、平肝、熄风,"['温热病高热神昏抽搐', '小儿惊风', '痫证', '惊悸']"
海鹞鱼,8,蕃蹹鱼、邵阳鱼、石蛎、少阳鱼、荷鱼、鲼鱼、鯆魮鱼、蒲鱼、锅盖鱼、蕃踏鱼、石砺、魟鱼,甘、咸、平,肾,益肾、通淋,"['男子白浊膏淋', '阴茎涩痛']"
龟血,8,0,咸、寒,肝、肾,养血、和络,"['闭经', '跌打损伤', '脱肛']"
哈蟆油,8,田鸡油、哈士蟆油、哈什蟆油、吧拉蛙油、蛤蚂油,甘、咸、平,肺、肾,补肾、益精、润肺、养阴,"['病后', '产后虚弱', '肺痨咳嗽吐血', '盗汗']"
哈士蟆,8,哈什蟆、红肚田鸡、蛤蚂、田鸡、雪哈、蛤蟆、吧拉蛙、山蛤、雪蛤,咸、凉,肺、肾,补肺、滋肾、利水、消肿,"['虚劳咳嗽', '小儿疳积', '水肿腹胀', '疮痈肿毒']"
海萝,8,鹿角菜、鹿角、猴葵、纶、赤菜、牛毛菜、毛毛菜、红菜、胶菜、红毛菜、石花菜,咸、寒,肺、脾、大肠,清热、消食、祛风、除湿、软坚、化痰,"['劳热', '骨蒸', '泄泻', '痢疾', '风湿痹痛', '咳嗽', '瘿瘤', '痔疾']"
蛴螬,8,粪虫、地蚕、蟦、蟦蛴、应条、蜰齐、敦齐、乳齐、土蚕、老母虫、核桃虫,咸、微温,肝,破瘀血、消肿、止痛、明目,"['丹毒', '痈肿', '痔漏', '目翳']"
土鳖虫,8,地鳖虫、土元、地乌龟、蟅虫,咸、寒,肝,破瘀血、续筋、续骨,"['筋骨折伤', '瘀血经闭', '症瘕痞块']"
石花菜,8,琼胶、洋菜、石华、海菜、琼枝、草珊瑚、牛毛石花、石花草、冻菜、红丝、雪花菜、牛毛菜、凤尾,甘、咸、寒,肝、肺,驱蛔、缓泻,['并可上焦风热']
甲香,8,水云母、海月、催生子,咸、平,肾,0,"['脘腹痛', '痢疾', '淋病', '痔瘘', '疥癣']"
海参,8,刺参、沙噀、辽参、海男子,咸、温,肾、肺,补肾、益精、养血、淘燥,"['精血亏损', '虚弱劳怯', '阳痿', '梦遗', '小便频数', '肠燥便艰']"
土牡蛎,8,0,咸、涩、微寒,肝、肾,固精、敛汗、散结、软坚,"['盗汗遗精', '红崩白带', '瘰疬结核', '虚热外浮', '头晕烦躁']"
,8,鱼彭鱼鳃,咸、寒,肺、脾,清热、透疹、解毒,"['小儿麻疹', '麻疹后痢疾', '疮疖']"
海狗肾,8,腽肭脐,咸、热,肝、肾,暖肾、壮阳、益精、补髓,"['虚损劳伤', '阳痿精衰', '腰膝痿弱']"
鬣羚骨,8,0,辛、咸、温,肝、肾,强筋骨、祛风湿、通络、止痛,"['腰膝酸痛', '风湿痹痛', '麻木不仁']"
四脚蛇,8,草绿龙蜥、公蛇,咸、寒,肝、肾,0,"['瘿瘤结核', '瘰疬及九子烂疡未溃']"
水蛭,8,蚂蝗、马鳖、肉钻子、蛭蝚、至掌、虮、马蜞、马蛭、蜞、马蟥、红蛭、蚂蝗蜞、黄蜞、水麻贴、沙塔干、门尔哥蚂里、蚑、水琪、蚂蟥,咸、苦、平,肝,破血、逐瘀、通经、消症,"['血瘀经闭', '症瘕痞块', '跌打损伤']"
陈芥菜卤汁,8,腌芥卤,咸、寒,肺,清肺、利咽、祛痰、排脓,"['肺痈喘胀', '咳痰脓血腥臭', '及咽喉肿痛']"
梅花参,8,凤梨参,咸、温,肾、肺,补肾、益精、养血,"['身体虚弱', '肺结核', '神经衰弱', '阳痿', '水肿']"
麻鱼肉,8,麻鱼、麻花鱼、重唇花鱼,苦、咸、寒,心、肝,祛瘀、排脓、消炎,"['妇女病', '肠胃病', '疮疖化腔']"
鰕虎鱼,8,鲨、蛇、吹沙、沙沟鱼、沙鳁、叼浪鱼、沙竹、光鱼、油光鱼、舵、重唇、呵浪鱼,甘、咸、平,脾、胃、肾,温中、益气、补肾、壮阳,"['虚寒腹痛', '胃痛', '疳积', '消化不良', '阳痿', '遗精', '早泄', '小便淋沥']"
麋骨,8,0,甘、咸、温,肺、肾,补虚,"['虚劳内伤', '赢瘦面黄']"
紫檀,8,紫真檀、赤檀、胜沉香、紫檀香、紫 Z H A N木,咸、平,肝,0,"['磨粉或汁用为疮毒药', '有消肿毒之效']"
蛇蜕,8,蛇皮、蛇退、长虫皮、龙衣、蛇壳、龙子衣、蛇符、龙子单衣、弓皮、龙皮、龙单衣、蛇筋、蛇附、龙子皮、蛇蜕皮、青龙衣、白龙衣、龙退,甘、咸、平,肝,祛风、定惊、解毒、退翳,"['小儿惊风', '抽搐痉挛', '翳障', '喉痹', '疔肿', '皮肤瘙痒']"
射尿,8,虫另（青竹、游蛙、油,咸、微寒,肝、肾,化瘀、止血、接骨、续筋,"['外伤出血', '跌打损伤', '骨折']"
虾蟆肝,8,0,咸、寒,心,解毒、疗疮,"['蛇咬伤', '白屑疮', '疔疮']"
猪血,8,0,咸、平,心、肝,0,"['头风眩晕', '中满腹胀', '嘈杂', '宫颈糜烂']"
骆驼蹄草,8,0,辛、咸、凉,心、肝、膀胱,通络、止痛,['顽固性头痛']
鱼虱子,8,鱼鳖、鱼寄生、鱼怪,咸、寒,脾、胃,降逆、开郁、活血、止痛,"['噎膈', '反胃', '胃脘疼痛', '胸膈满闷']"
田螺,8,大田螺、黄螺、田中螺,甘、咸、寒,肝、脾、膀胱,清热、利水、止渴,"['小便赤涩', '痔疮', '浮肿等症']"
猪肾,8,猪腰子,咸、平,肝、肾,0,"['肾虚腰痛', '身面水肿', '遗精', '盗汗', '老人耳聋']"
鹅血,8,0,咸、平,心、肝、胃,解毒、散血、消坚,"['噎膈反胃', '药物中毒']"
石决明,8,鲍鱼壳、九孔螺、九孔石决明、真珠母、鳆鱼甲、千里光、鲍鱼皮、金蛤蜊皮、真海决、海决明、海南决、关海决,咸、寒,肝,平肝、清热、明目、去翳,"['头痛眩晕', '目赤翳障', '视物昏花', '青盲雀目']"
骆驼毛,8,驼绒,咸、平,心、肝,镇惊、收涩、解毒,"['痫癫狂', '赤白带下', '崩漏', '痔疮', '疳疮']"
鹤骨,8,0,辛、咸、温,脾、肾,补益、壮骨、除痹、解毒,"['久病体虚', '筋骨痿弱', '风湿痹痛', '痔疮']"
石蕊,8,山石蕊、石花、石伤药、太白树、石濡、石芥、云茶、蒙顶茶、石蕊花、石云茶、云芝茶、蒙山茶、蒙阴茶、酶苔、刀伤药,咸、寒,心、肝,清热、除湿、镇痛、凉血、止血,"['刀伤', '风湿痛', '咳血', '头痛', '偏头痛']"
白僵蚕,8,僵蚕、天虫、僵虫、白僵虫,辛、咸、平,肝、肺、胃,祛风、解痉、化痰、散结,"['中风失音', '惊痫', '头风', '喉风', '喉痹', '瘰疬结核', '风疮瘾疹', '丹毒', '乳腺炎']"
蛤蚧,8,对蛤蚧、蛤蚧于、仙蟾、蛤蟹、大壁虎、蚧蛇、德多、握儿、石牙、蛤解,咸、平,肺、肾,补肺、益肾、定喘、止嗽,"['虚劳', '肺痿', '喘嗽', '咯血', '消渴', '阳痿']"
灯蛾,8,飞蛾、火花、慕光、扑灯蛾,咸、温,肺,解毒、敛疮,['痔瘘']
马宝,8,马粪石、马结石、鲊荅,甘、咸、凉,心、肝,清热、化痰、镇惊、安神,"['癫痫', '小儿抽搐', '痈肿疮毒']"
蟹壳,8,0,咸、寒,肝、脾,破瘀、消积,"['瘀血积滞', '胁痛', '腹痛', '乳痈', '冻疮']"
五谷虫,8,蛆、谷虫、水仙子,咸、寒,脾、胃,清热、消滞,"['疳积腹胀', '疳疮']"
鸽卵,8,家鸽卵、鸽蛋,甘、咸、平,肺、脾、胃、肾,补肾、益气、解疮、痘毒,['疮疥痘疹']
凫羽,8,水鸭毛,咸、平,肺,解毒、敛疮,['溃疡及水火烫伤']
猪心,8,0,甘、咸、平,心,养心、安神、镇惊,"['惊悸怔忡', '自汗失眠', '神志恍惚', '癫', '狂', '痫']"
糠谷老,8,糠古老、看谷老、老谷穗、枪谷老、老枪谷、枪谷、鎗谷、鎗谷老、老鎗谷、粟奴、禾指梗霉、粟白发菌、粟白发、谷子白发,咸、寒,大肠、脾、肾、膀胱,清湿热、利小便,"['尿路感染', '浮肿', '小便不利']"
鳗鲡鱼膏,8,0,咸、寒,肺,解毒、消肿,"['痔漏', '恶疮', '耳内肿痛']"
狗毛,8,0,辛、咸、平,心、肝,截疟、敛疮,"['疟疾', '烧烫伤']"
昆布,8,纶布、海昆布,咸、寒,肝、胃、肾,软坚、行水,"['瘰疬', '瘿瘤', '噎膈', '水肿', '睾丸肿痛', '带下']"
紫贝,8,文贝、砑螺、紫贝齿、紫贝子、南蛇牙齿、狗支螺、紫贝止、贝齿、海巴,咸、平,肝、心,清热、平肝、安神、明目,"['热毒目翳', '小儿斑疹入目', '惊惕不眠']"
海人草,8,鹧鸪菜、海仁草、鹄菜,咸、凉,大肠,驱蛔,['蛔虫病']
山螃蟹,8,纵横子,咸、寒,肝、肾,活血、止痛、散瘀、消癓,"['产后血瘀腹痛', '癓瘕积块', '跌打伤痛']"
螲蟷,8,土蜘蛛、蛈蝪、颠蟷虫、蛈母,咸、寒,心,解毒、蚀疮,"['疔疮肿痛', '附骨疽', '赘疣']"
蛤壳,8,文蛤、海蛤壳、蛤蜊皮,苦、咸、寒,肺、肾、胃,清热、化痰、软坚、散结、制酸、止痛,"['痰火咳嗽', '胸胁疼痛', '痰中带血', '瘰疠瘿瘤', '胃痛吞酸', '外湿疹', '烫伤']"
浮海石,8,浮石、石花、海石、水泡石、海浮石、浮水石、羊肝石,咸、寒,肺、肾,清肺、化痰、软坚、散结,"['痰热咳嗽', '瘿瘤', '疮肿']"
山羊血,8,青羊血、原动物青羊又名：野羊、山羊、斑羚,咸、温,心、肝,活血、散瘀、止血,"['跌打损伤', '筋骨疼痛', '吐血', '衄血', '便血']"
马刀,8,长竹蛏、竹蛏子、蜌、单姥、齐蛤、马蛤、竹蛏、焷岸岸,咸、凉,肺、肾,清瘿、止带,"['瘿气', '赤白带下']"
鹅涎,8,0,咸、平,肺,软坚、消肿,"['麦芒或鱼刺鲠喉', '鹅口疮']"
狼肉,8,0,咸、温,肾、脾,补五脏、厚肠胃,"['虚劳', '祛冷积']"
鹅肠菜,8,脚皮菜、鸡肠菜、黑昆布、小海带、野海带、脚白菜、鹅蛋菜、簸箕菜、面筋菜、土海带、海带丝,咸、寒,肝、肺,清热、化痰、软坚、散结,"['甲状腺肿', '淋巴结肿', '肺结核']"
干冬菜,8,霉干莱、陈干菜,咸、苦、平,肺、肾,滋阴、开胃、化痰、利膈,"['肺热痰嗽', '喉痛', '失音']"
鳝鱼皮,8,0,咸、甘、平,肝,散结、止痛,"['乳房肿块', '乳腺炎']"
鸽,8,鹁鸽、飞奴,咸、平,肝、肾,滋肾、益气、去风、解毒,"['虚羸', '消渴', '久疟', '妇女血虚经闭', '恶疮疥癣']"
鳝鱼血,8,0,咸、温,肝、肾,祛风、活血、壮阳,"['口眼歪斜', '耳痛', '鼻衄', '癣', '瘘']"
虾蟆皮,8,泽蛙,咸、寒,心,解毒、消肿、散结,"['疖肿', '瘰疬', '臁疮']"
山羊角,8,0,咸、寒,心、肝,清热、镇惊、散瘀、止痛,"['小儿发热惊痫', '头痛', '产后腹痛', '痛经']"
海虾,8,大红虾,甘、咸、温,手足太阴、少阴、厥阴,0,"['补肾壮阳', '开胃化痰']"
蛤蜊,8,吹潮、沙蛤、沙蜊、吹蛤梨；蛤刺；吹潮、白蚬子、白蚶子、布鸽头,咸、寒,胃、肝、膀胱,滋阴、利水、化痰、软坚,"['消渴', '水肿', '痰积', '癖块', '瘿瘤', '崩漏', '痔疮']"
牛喉咙,8,0,咸、平,肺、胃,降逆、止呕,"['反胃', '呕逆']"
鲎尾,8,0,咸、涩、平,肝、肾、大肠,止血、止痢,"['肺结核咯血', '鼻衄', '胃出血', '肠风下血', '赤白久痢', '崩漏带下', '外伤出血']"
蝮蛇皮,8,0,甘、咸、平,肝,祛风、攻毒、止痒,"['疔肿', '恶疮', '骨疽', '疥癣', '皮肤瘙痒']"
狼喉靥,8,狼喉结,咸、平,三焦,开郁、顺气,['噎隔']
李根皮,8,甘李根白皮、李根白皮,苦、咸、寒,肝、脾、心,清热、下气,"['消渴心烦', '奔豚气逆', '带下', '齿痛']"
蜗牛,8,天螺蛳、里牛、瓜牛、仆累、小牛螺、黄犊、蚹蠃、鼠蝓、蜗蠃、蜾蠃、蠡蠃、陵螺、山蜗、蠡牛、负壳蜒蚰、海羊、蜓蚰蠃、土牛儿、负壳蛞蝓、天螺、圆螺虫、无靥螺、肌母螺、蚹赢、蜗赢、蜾赢、彘赢、彘牛、海羊、蜒蚰赢、士牛儿,咸、寒,膀胱、胃、大肠,清热、解毒、利尿,"['痈肿疔毒', '痔漏', '小便不利']"
胡桐泪,8,胡桐律、石律、石泪、胡桐碱,苦、咸、寒,胃,清热、化痰、软坚,"['咽喉肿痛', '齿痛', '牙宣', '牙疳', '骨槽风', '瘰疬']"
磁石,8,吸铁石、活磁石、灵磁石、磁铁石、玄石、磁君、慈石、处石、元武石、吸针石、熁石、摄石、铁石、戏铁石、延年沙、续未石、拾针、绿秋、伏石母、玄武石、帝流浆、席流浆、瓷石、熁铁石、雄磁石,咸、寒,肾、肝、肺,潜阳、纳气、镇惊、安神,"['头目眩晕', '耳鸣耳聋', '虚喘', '惊痫', '怔忡']"
慈乌,8,乌、孝鸟、慈鸦、哺公、小山老鸹、咵老鸦、麦鸦,酸、咸、平,肺、肾,滋阴、潜阳,"['虚劳咳嗽', '骨蒸烦热', '体弱消瘦']"
瓦楞子,8,蚶子壳、毛蛤、瓦垅、蚶壳、瓦垄子、魁蛤壳、花蚬壳、瓦垄蛤皮、血蛤皮、瓦屋子、毛蚶皮,咸、平,肝、脾,化痰、软坚、散瘀、消积,"['痰积', '胃痛', '嘈杂', '吐酸', '症瘕', '瘰疬', '牙疳']"
姜石,8,沙姜石、礓砾、裂姜石,咸、寒,心、胃,清热、解毒、消肿,"['疔疮痈肿', '乳痈', '瘰疬', '豌豆疮']"
鮧鱼涎,8,0,甘、咸、凉,肺、脾、肾,滋阴、润燥,"['消渴', '小儿疳渴']"
玄精石,8,元精石、龟背玄精石、玄英石、银精石、太阴玄精、太阴玄精石、太乙玄精石、阴精石,咸、寒,肾、脾、胃,养阴、清热,"['高热烦渴', '阴虚头痛', '目赤肿痛']"
狗肉,8,0,咸、温,脾、胃、肾,补脾、暖胃、温肾、壮阳、填精,"['脘腹胀满', '浮肿', '腰痛膝软', '阳痿', '寒疟', '久败疮']"
鹿血,8,0,咸、温,肝、肾,补虚、补血、益精,"['贫血', '性神经衰弱', '遗精']"
鼋甲,8,绿团鱼、癞头鼋,甘、咸、平,肝、肾,滋阴、潜阳、软坚、散结、解毒、杀虫,"['阴虚阳亢之头晕目眩', '腰膝痿软', '瘰疬', '恶高分子', '痔瘘', '顽癣']"
鹿尾,8,0,甘、咸、温,肝、肾,补肾阳、益精气,"['肾虚遗精', '腰脊疼痛', '头昏耳鸣']"
缘桑螺,8,桑树上牛儿、桑牛、天螺,甘、咸、寒,肝,熄风、镇惊、消肿、止痛,"['小儿惊风', '痔疮', '脱肛']"
